host,row,col,rack,shelf,slot,x,y,z,section,ibport,partner,bootnode
rs1604,d,6,d6,1,2,4,4,0,2,20,rs1605,boot6
rs1604-sp,d,6,d6,1,2,4,4,0,2,20,rs1605,boot6
rs1605,d,6,d6,1,2,4,4,0,2,21,rs1604,boot6
rs1605-sp,d,6,d6,1,2,4,4,0,2,21,rs1604,boot6
rs1606,d,6,d6,1,4,4,4,0,2,24,rs1607,boot6
rs1606-sp,d,6,d6,1,4,4,4,0,2,24,rs1607,boot6
rs1607,d,6,d6,1,4,4,4,0,2,25,rs1606,boot6
rs1607-sp,d,6,d6,1,4,4,4,0,2,25,rs1606,boot6
rs1608,d,6,d6,1,6,4,4,1,2,16,rs1609,boot1
rs1608-sp,d,6,d6,1,6,4,4,1,2,16,rs1609,boot1
rs1609,d,6,d6,1,6,4,4,1,2,17,rs1608,boot1
rs1609-sp,d,6,d6,1,6,4,4,1,2,17,rs1608,boot1
rs161,c,1,c1,3,4,0,2,4,1,25,rs160,boot2
rs161-sp,c,1,c1,3,4,0,2,4,1,25,rs160,boot2
rs1610,d,6,d6,1,7,4,4,1,2,18,rs1611,boot1
rs1610-sp,d,6,d6,1,7,4,4,1,2,18,rs1611,boot1
rs1611,d,6,d6,1,7,4,4,1,2,19,rs1610,boot1
rs1611-sp,d,6,d6,1,7,4,4,1,2,19,rs1610,boot1
rs1612,d,6,d6,1,8,4,4,1,2,20,rs1613,boot1
rs1612-sp,d,6,d6,1,8,4,4,1,2,20,rs1613,boot1
rs1613,d,6,d6,1,8,4,4,1,2,21,rs1612,boot1
rs1613-sp,d,6,d6,1,8,4,4,1,2,21,rs1612,boot1
rs1614,d,6,d6,1,10,4,4,1,2,24,rs1615,boot1
rs1614-sp,d,6,d6,1,10,4,4,1,2,24,rs1615,boot1
rs1615,d,6,d6,1,10,4,4,1,2,25,rs1614,boot1
rs1615-sp,d,6,d6,1,10,4,4,1,2,25,rs1614,boot1
rs1616,d,6,d6,1,11,4,4,1,2,26,rs1617,boot1
rs1616-sp,d,6,d6,1,11,4,4,1,2,26,rs1617,boot1
rs1617,d,6,d6,1,11,4,4,1,2,27,rs1616,boot1
rs1617-sp,d,6,d6,1,11,4,4,1,2,27,rs1616,boot1
rs1618,d,6,d6,2,0,4,4,2,2,16,rs1619,boot7
rs1618-sp,d,6,d6,2,0,4,4,2,2,16,rs1619,boot7
rs1619,d,6,d6,2,0,4,4,2,2,17,rs1618,boot7
rs1619-sp,d,6,d6,2,0,4,4,2,2,17,rs1618,boot7
rs162,c,1,c1,3,6,0,2,5,1,17,boot4,boot4
rs162-sp,c,1,c1,3,6,0,2,5,1,17,boot4,boot4
rs1620,d,6,d6,2,1,4,4,2,2,18,rs1621,boot7
rs1620-sp,d,6,d6,2,1,4,4,2,2,18,rs1621,boot7
rs1621,d,6,d6,2,1,4,4,2,2,19,rs1620,boot7
rs1621-sp,d,6,d6,2,1,4,4,2,2,19,rs1620,boot7
rs1622,d,6,d6,2,2,4,4,2,2,20,rs1623,boot7
rs1622-sp,d,6,d6,2,2,4,4,2,2,20,rs1623,boot7
rs1623,d,6,d6,2,2,4,4,2,2,21,rs1622,boot7
rs1623-sp,d,6,d6,2,2,4,4,2,2,21,rs1622,boot7
rs1624,d,6,d6,2,4,4,4,2,2,24,rs1625,boot7
rs1624-sp,d,6,d6,2,4,4,4,2,2,24,rs1625,boot7
rs1625,d,6,d6,2,4,4,4,2,2,25,rs1624,boot7
rs1625-sp,d,6,d6,2,4,4,4,2,2,25,rs1624,boot7
rs1626,d,6,d6,2,6,4,4,3,2,16,rs1627,boot5
rs1626-sp,d,6,d6,2,6,4,4,3,2,16,rs1627,boot5
rs1627,d,6,d6,2,6,4,4,3,2,17,rs1626,boot5
rs1627-sp,d,6,d6,2,6,4,4,3,2,17,rs1626,boot5
rs1628,d,6,d6,2,7,4,4,3,2,18,rs1629,boot5
rs1628-sp,d,6,d6,2,7,4,4,3,2,18,rs1629,boot5
rs1629,d,6,d6,2,7,4,4,3,2,19,rs1628,boot5
rs1629-sp,d,6,d6,2,7,4,4,3,2,19,rs1628,boot5
rs163,c,1,c1,3,7,0,2,5,1,18,rs164,boot4
rs163-sp,c,1,c1,3,7,0,2,5,1,18,rs164,boot4
rs1630,d,6,d6,2,8,4,4,3,2,20,rs1631,boot5
rs1630-sp,d,6,d6,2,8,4,4,3,2,20,rs1631,boot5
rs1631,d,6,d6,2,8,4,4,3,2,21,rs1630,boot5
rs1631-sp,d,6,d6,2,8,4,4,3,2,21,rs1630,boot5
rs1632,d,6,d6,2,10,4,4,3,2,24,rs1633,boot5
rs1632-sp,d,6,d6,2,10,4,4,3,2,24,rs1633,boot5
rs1633,d,6,d6,2,10,4,4,3,2,25,rs1632,boot5
rs1633-sp,d,6,d6,2,10,4,4,3,2,25,rs1632,boot5
rs1634,d,6,d6,2,11,4,4,3,2,26,rs1635,boot5
rs1634-sp,d,6,d6,2,11,4,4,3,2,26,rs1635,boot5
rs1635,d,6,d6,2,11,4,4,3,2,27,rs1634,boot5
rs1635-sp,d,6,d6,2,11,4,4,3,2,27,rs1634,boot5
rs1636,d,6,d6,3,0,4,4,4,2,16,rs1637,boot2
rs1636-sp,d,6,d6,3,0,4,4,4,2,16,rs1637,boot2
rs1637,d,6,d6,3,0,4,4,4,2,17,rs1636,boot2
rs1637-sp,d,6,d6,3,0,4,4,4,2,17,rs1636,boot2
rs1638,d,6,d6,3,1,4,4,4,2,18,rs1639,boot2
rs1638-sp,d,6,d6,3,1,4,4,4,2,18,rs1639,boot2
rs1639,d,6,d6,3,1,4,4,4,2,19,rs1638,boot2
rs1639-sp,d,6,d6,3,1,4,4,4,2,19,rs1638,boot2
rs164,c,1,c1,3,7,0,2,5,1,19,rs163,boot4
rs164-sp,c,1,c1,3,7,0,2,5,1,19,rs163,boot4
rs1640,d,6,d6,3,2,4,4,4,2,20,rs1641,boot2
rs1640-sp,d,6,d6,3,2,4,4,4,2,20,rs1641,boot2
rs1641,d,6,d6,3,2,4,4,4,2,21,rs1640,boot2
rs1641-sp,d,6,d6,3,2,4,4,4,2,21,rs1640,boot2
rs1642,d,6,d6,3,4,4,4,4,2,24,rs1643,boot2
rs1642-sp,d,6,d6,3,4,4,4,4,2,24,rs1643,boot2
rs1643,d,6,d6,3,4,4,4,4,2,25,rs1642,boot2
rs1643-sp,d,6,d6,3,4,4,4,4,2,25,rs1642,boot2
rs1644,d,6,d6,3,6,4,4,5,2,16,rs1645,boot4
rs1644-sp,d,6,d6,3,6,4,4,5,2,16,rs1645,boot4
rs1645,d,6,d6,3,6,4,4,5,2,17,rs1644,boot4
rs1645-sp,d,6,d6,3,6,4,4,5,2,17,rs1644,boot4
rs1646,d,6,d6,3,7,4,4,5,2,18,rs1647,boot4
rs1646-sp,d,6,d6,3,7,4,4,5,2,18,rs1647,boot4
rs1647,d,6,d6,3,7,4,4,5,2,19,rs1646,boot4
rs1647-sp,d,6,d6,3,7,4,4,5,2,19,rs1646,boot4
rs1648,d,6,d6,3,8,4,4,5,2,20,rs1649,boot4
rs1648-sp,d,6,d6,3,8,4,4,5,2,20,rs1649,boot4
rs1649,d,6,d6,3,8,4,4,5,2,21,rs1648,boot4
rs1649-sp,d,6,d6,3,8,4,4,5,2,21,rs1648,boot4
rs165,c,1,c1,3,8,0,2,5,1,20,rs166,boot4
rs165-sp,c,1,c1,3,8,0,2,5,1,20,rs166,boot4
rs1650,d,6,d6,3,10,4,4,5,2,24,rs1651,boot4
rs1650-sp,d,6,d6,3,10,4,4,5,2,24,rs1651,boot4
rs1651,d,6,d6,3,10,4,4,5,2,25,rs1650,boot4
rs1651-sp,d,6,d6,3,10,4,4,5,2,25,rs1650,boot4
rs1652,d,6,d6,3,11,4,4,5,2,26,rs1653,boot4
rs1652-sp,d,6,d6,3,11,4,4,5,2,26,rs1653,boot4
rs1653,d,6,d6,3,11,4,4,5,2,27,rs1652,boot4
rs1653-sp,d,6,d6,3,11,4,4,5,2,27,rs1652,boot4
rs1654,d,6,d6,4,0,4,4,6,2,16,rs1655,boot3
rs1654-sp,d,6,d6,4,0,4,4,6,2,16,rs1655,boot3
rs1655,d,6,d6,4,0,4,4,6,2,17,rs1654,boot3
rs1655-sp,d,6,d6,4,0,4,4,6,2,17,rs1654,boot3
rs1656,d,6,d6,4,1,4,4,6,2,18,rs1657,boot3
rs1656-sp,d,6,d6,4,1,4,4,6,2,18,rs1657,boot3
rs1657,d,6,d6,4,1,4,4,6,2,19,rs1656,boot3
rs1657-sp,d,6,d6,4,1,4,4,6,2,19,rs1656,boot3
rs1658,d,6,d6,4,2,4,4,6,2,20,rs1659,boot3
rs1658-sp,d,6,d6,4,2,4,4,6,2,20,rs1659,boot3
rs1659,d,6,d6,4,2,4,4,6,2,21,rs1658,boot3
rs1659-sp,d,6,d6,4,2,4,4,6,2,21,rs1658,boot3
rs166,c,1,c1,3,8,0,2,5,1,21,rs165,boot4
rs166-sp,c,1,c1,3,8,0,2,5,1,21,rs165,boot4
rs1660,d,6,d6,4,4,4,4,6,2,24,rs1661,boot3
rs1660-sp,d,6,d6,4,4,4,4,6,2,24,rs1661,boot3
rs1661,d,6,d6,4,4,4,4,6,2,25,rs1660,boot3
rs1661-sp,d,6,d6,4,4,4,4,6,2,25,rs1660,boot3
rs1662,d,6,d6,4,6,4,4,7,2,16,rs1663,boot8
rs1662-sp,d,6,d6,4,6,4,4,7,2,16,rs1663,boot8
rs1663,d,6,d6,4,6,4,4,7,2,17,rs1662,boot8
rs1663-sp,d,6,d6,4,6,4,4,7,2,17,rs1662,boot8
rs1664,d,6,d6,4,7,4,4,7,2,18,rs1665,boot8
rs1664-sp,d,6,d6,4,7,4,4,7,2,18,rs1665,boot8
rs1665,d,6,d6,4,7,4,4,7,2,19,rs1664,boot8
rs1665-sp,d,6,d6,4,7,4,4,7,2,19,rs1664,boot8
rs1666,d,6,d6,4,8,4,4,7,2,20,rs1667,boot8
rs1666-sp,d,6,d6,4,8,4,4,7,2,20,rs1667,boot8
rs1667,d,6,d6,4,8,4,4,7,2,21,rs1666,boot8
rs1667-sp,d,6,d6,4,8,4,4,7,2,21,rs1666,boot8
rs1668,d,6,d6,4,10,4,4,7,2,24,rs1669,boot8
rs1668-sp,d,6,d6,4,10,4,4,7,2,24,rs1669,boot8
rs1669,d,6,d6,4,10,4,4,7,2,25,rs1668,boot8
rs1669-sp,d,6,d6,4,10,4,4,7,2,25,rs1668,boot8
rs167,c,1,c1,3,10,0,2,5,1,24,rs168,boot4
rs167-sp,c,1,c1,3,10,0,2,5,1,24,rs168,boot4
rs1670,d,6,d6,4,11,4,4,7,2,26,rs1671,boot8
rs1670-sp,d,6,d6,4,11,4,4,7,2,26,rs1671,boot8
rs1671,d,6,d6,4,11,4,4,7,2,27,rs1670,boot8
rs1671-sp,d,6,d6,4,11,4,4,7,2,27,rs1670,boot8
rs1672,a,7,a7,1,0,2,0,0,3,16,rs1673,boot6
rs1672-sp,a,7,a7,1,0,2,0,0,3,16,rs1673,boot6
rs1673,a,7,a7,1,0,2,0,0,3,17,rs1672,boot6
rs1673-sp,a,7,a7,1,0,2,0,0,3,17,rs1672,boot6
rs1674,a,7,a7,1,1,2,0,0,3,18,rs1675,boot6
rs1674-sp,a,7,a7,1,1,2,0,0,3,18,rs1675,boot6
rs1675,a,7,a7,1,1,2,0,0,3,19,rs1674,boot6
rs1675-sp,a,7,a7,1,1,2,0,0,3,19,rs1674,boot6
rs1676,a,7,a7,1,2,2,0,0,3,20,rs1677,boot6
rs1676-sp,a,7,a7,1,2,2,0,0,3,20,rs1677,boot6
rs1677,a,7,a7,1,2,2,0,0,3,21,rs1676,boot6
rs1677-sp,a,7,a7,1,2,2,0,0,3,21,rs1676,boot6
rs1678,a,7,a7,1,4,2,0,0,3,24,rs1679,boot6
rs1678-sp,a,7,a7,1,4,2,0,0,3,24,rs1679,boot6
rs1679,a,7,a7,1,4,2,0,0,3,25,rs1678,boot6
rs1679-sp,a,7,a7,1,4,2,0,0,3,25,rs1678,boot6
rs168,c,1,c1,3,10,0,2,5,1,25,rs167,boot4
rs168-sp,c,1,c1,3,10,0,2,5,1,25,rs167,boot4
rs1680,a,7,a7,1,6,2,0,1,3,16,rs1681,boot1
rs1680-sp,a,7,a7,1,6,2,0,1,3,16,rs1681,boot1
rs1681,a,7,a7,1,6,2,0,1,3,17,rs1680,boot1
rs1681-sp,a,7,a7,1,6,2,0,1,3,17,rs1680,boot1
rs1682,a,7,a7,1,7,2,0,1,3,18,rs1683,boot1
rs1682-sp,a,7,a7,1,7,2,0,1,3,18,rs1683,boot1
rs1683,a,7,a7,1,7,2,0,1,3,19,rs1682,boot1
rs1683-sp,a,7,a7,1,7,2,0,1,3,19,rs1682,boot1
rs1684,a,7,a7,1,8,2,0,1,3,20,rs1685,boot1
rs1684-sp,a,7,a7,1,8,2,0,1,3,20,rs1685,boot1
rs1685,a,7,a7,1,8,2,0,1,3,21,rs1684,boot1
rs1685-sp,a,7,a7,1,8,2,0,1,3,21,rs1684,boot1
rs1686,a,7,a7,1,10,2,0,1,3,24,rs1687,boot1
rs1686-sp,a,7,a7,1,10,2,0,1,3,24,rs1687,boot1
rs1687,a,7,a7,1,10,2,0,1,3,25,rs1686,boot1
rs1687-sp,a,7,a7,1,10,2,0,1,3,25,rs1686,boot1
rs1688,a,7,a7,1,11,2,0,1,3,26,rs1689,boot1
rs1688-sp,a,7,a7,1,11,2,0,1,3,26,rs1689,boot1
rs1689,a,7,a7,1,11,2,0,1,3,27,rs1688,boot1
rs1689-sp,a,7,a7,1,11,2,0,1,3,27,rs1688,boot1
rs169,c,1,c1,3,11,0,2,5,1,26,rs170,boot4
rs169-sp,c,1,c1,3,11,0,2,5,1,26,rs170,boot4
rs1690,a,7,a7,2,0,2,0,2,3,16,rs1691,boot7
rs1690-sp,a,7,a7,2,0,2,0,2,3,16,rs1691,boot7
rs1691,a,7,a7,2,0,2,0,2,3,17,rs1690,boot7
rs1691-sp,a,7,a7,2,0,2,0,2,3,17,rs1690,boot7
rs1692,a,7,a7,2,1,2,0,2,3,18,rs1693,boot7
rs1692-sp,a,7,a7,2,1,2,0,2,3,18,rs1693,boot7
rs1693,a,7,a7,2,1,2,0,2,3,19,rs1692,boot7
rs1693-sp,a,7,a7,2,1,2,0,2,3,19,rs1692,boot7
rs1694,a,7,a7,2,2,2,0,2,3,20,rs1695,boot7
rs1694-sp,a,7,a7,2,2,2,0,2,3,20,rs1695,boot7
rs1695,a,7,a7,2,2,2,0,2,3,21,rs1694,boot7
rs1695-sp,a,7,a7,2,2,2,0,2,3,21,rs1694,boot7
rs1696,a,7,a7,2,4,2,0,2,3,24,rs1697,boot7
rs1696-sp,a,7,a7,2,4,2,0,2,3,24,rs1697,boot7
rs1697,a,7,a7,2,4,2,0,2,3,25,rs1696,boot7
rs1697-sp,a,7,a7,2,4,2,0,2,3,25,rs1696,boot7
rs1698,a,7,a7,2,6,2,0,3,3,16,rs1699,boot5
rs1698-sp,a,7,a7,2,6,2,0,3,3,16,rs1699,boot5
rs1699,a,7,a7,2,6,2,0,3,3,17,rs1698,boot5
rs1699-sp,a,7,a7,2,6,2,0,3,3,17,rs1698,boot5
rs17,a,1,a1,2,0,0,0,2,1,17,oss-scratch2,boot7
rs17-sp,a,1,a1,2,0,0,0,2,1,17,oss-scratch2,boot7
rs170,c,1,c1,3,11,0,2,5,1,27,rs169,boot4
rs170-sp,c,1,c1,3,11,0,2,5,1,27,rs169,boot4
rs1700,a,7,a7,2,7,2,0,3,3,18,rs1701,boot5
rs1700-sp,a,7,a7,2,7,2,0,3,3,18,rs1701,boot5
rs1701,a,7,a7,2,7,2,0,3,3,19,rs1700,boot5
rs1701-sp,a,7,a7,2,7,2,0,3,3,19,rs1700,boot5
rs1702,a,7,a7,2,8,2,0,3,3,20,rs1703,boot5
rs1702-sp,a,7,a7,2,8,2,0,3,3,20,rs1703,boot5
rs1703,a,7,a7,2,8,2,0,3,3,21,rs1702,boot5
rs1703-sp,a,7,a7,2,8,2,0,3,3,21,rs1702,boot5
rs1704,a,7,a7,2,10,2,0,3,3,24,rs1705,boot5
rs1704-sp,a,7,a7,2,10,2,0,3,3,24,rs1705,boot5
rs1705,a,7,a7,2,10,2,0,3,3,25,rs1704,boot5
rs1705-sp,a,7,a7,2,10,2,0,3,3,25,rs1704,boot5
rs1706,a,7,a7,2,11,2,0,3,3,26,rs1707,boot5
rs1706-sp,a,7,a7,2,11,2,0,3,3,26,rs1707,boot5
rs1707,a,7,a7,2,11,2,0,3,3,27,rs1706,boot5
rs1707-sp,a,7,a7,2,11,2,0,3,3,27,rs1706,boot5
rs1708,a,7,a7,3,0,2,0,4,3,16,rs1709,boot2
rs1708-sp,a,7,a7,3,0,2,0,4,3,16,rs1709,boot2
rs1709,a,7,a7,3,0,2,0,4,3,17,rs1708,boot2
rs1709-sp,a,7,a7,3,0,2,0,4,3,17,rs1708,boot2
rs171,c,1,c1,4,0,0,2,6,1,17,oss-scratch12,boot3
rs171-sp,c,1,c1,4,0,0,2,6,1,17,oss-scratch12,boot3
rs1710,a,7,a7,3,1,2,0,4,3,18,rs1711,boot2
rs1710-sp,a,7,a7,3,1,2,0,4,3,18,rs1711,boot2
rs1711,a,7,a7,3,1,2,0,4,3,19,rs1710,boot2
rs1711-sp,a,7,a7,3,1,2,0,4,3,19,rs1710,boot2
rs1712,a,7,a7,3,2,2,0,4,3,20,rs1713,boot2
rs1712-sp,a,7,a7,3,2,2,0,4,3,20,rs1713,boot2
rs1713,a,7,a7,3,2,2,0,4,3,21,rs1712,boot2
rs1713-sp,a,7,a7,3,2,2,0,4,3,21,rs1712,boot2
rs1714,a,7,a7,3,4,2,0,4,3,24,rs1715,boot2
rs1714-sp,a,7,a7,3,4,2,0,4,3,24,rs1715,boot2
rs1715,a,7,a7,3,4,2,0,4,3,25,rs1714,boot2
rs1715-sp,a,7,a7,3,4,2,0,4,3,25,rs1714,boot2
rs1716,a,7,a7,3,6,2,0,5,3,16,rs1717,boot4
rs1716-sp,a,7,a7,3,6,2,0,5,3,16,rs1717,boot4
rs1717,a,7,a7,3,6,2,0,5,3,17,rs1716,boot4
rs1717-sp,a,7,a7,3,6,2,0,5,3,17,rs1716,boot4
rs1718,a,7,a7,3,7,2,0,5,3,18,rs1719,boot4
rs1718-sp,a,7,a7,3,7,2,0,5,3,18,rs1719,boot4
rs1719,a,7,a7,3,7,2,0,5,3,19,rs1718,boot4
rs1719-sp,a,7,a7,3,7,2,0,5,3,19,rs1718,boot4
rs172,c,1,c1,4,1,0,2,6,1,18,rs173,boot3
rs172-sp,c,1,c1,4,1,0,2,6,1,18,rs173,boot3
rs1720,a,7,a7,3,8,2,0,5,3,20,rs1721,boot4
rs1720-sp,a,7,a7,3,8,2,0,5,3,20,rs1721,boot4
rs1721,a,7,a7,3,8,2,0,5,3,21,rs1720,boot4
rs1721-sp,a,7,a7,3,8,2,0,5,3,21,rs1720,boot4
rs1722,a,7,a7,3,10,2,0,5,3,24,rs1723,boot4
rs1722-sp,a,7,a7,3,10,2,0,5,3,24,rs1723,boot4
rs1723,a,7,a7,3,10,2,0,5,3,25,rs1722,boot4
rs1723-sp,a,7,a7,3,10,2,0,5,3,25,rs1722,boot4
rs1724,a,7,a7,3,11,2,0,5,3,26,rs1725,boot4
rs1724-sp,a,7,a7,3,11,2,0,5,3,26,rs1725,boot4
rs1725,a,7,a7,3,11,2,0,5,3,27,rs1724,boot4
rs1725-sp,a,7,a7,3,11,2,0,5,3,27,rs1724,boot4
rs1726,a,7,a7,4,0,2,0,6,3,16,rs1727,boot3
rs1726-sp,a,7,a7,4,0,2,0,6,3,16,rs1727,boot3
rs1727,a,7,a7,4,0,2,0,6,3,17,rs1726,boot3
rs1727-sp,a,7,a7,4,0,2,0,6,3,17,rs1726,boot3
rs1728,a,7,a7,4,1,2,0,6,3,18,rs1729,boot3
rs1728-sp,a,7,a7,4,1,2,0,6,3,18,rs1729,boot3
rs1729,a,7,a7,4,1,2,0,6,3,19,rs1728,boot3
rs1729-sp,a,7,a7,4,1,2,0,6,3,19,rs1728,boot3
rs173,c,1,c1,4,1,0,2,6,1,19,rs172,boot3
rs173-sp,c,1,c1,4,1,0,2,6,1,19,rs172,boot3
rs1730,a,7,a7,4,2,2,0,6,3,20,rs1731,boot3
rs1730-sp,a,7,a7,4,2,2,0,6,3,20,rs1731,boot3
rs1731,a,7,a7,4,2,2,0,6,3,21,rs1730,boot3
rs1731-sp,a,7,a7,4,2,2,0,6,3,21,rs1730,boot3
rs1732,a,7,a7,4,4,2,0,6,3,24,rs1733,boot3
rs1732-sp,a,7,a7,4,4,2,0,6,3,24,rs1733,boot3
rs1733,a,7,a7,4,4,2,0,6,3,25,rs1732,boot3
rs1733-sp,a,7,a7,4,4,2,0,6,3,25,rs1732,boot3
rs1734,a,7,a7,4,6,2,0,7,3,16,rs1735,boot8
rs1734-sp,a,7,a7,4,6,2,0,7,3,16,rs1735,boot8
rs1735,a,7,a7,4,6,2,0,7,3,17,rs1734,boot8
rs1735-sp,a,7,a7,4,6,2,0,7,3,17,rs1734,boot8
rs1736,a,7,a7,4,7,2,0,7,3,18,rs1737,boot8
rs1736-sp,a,7,a7,4,7,2,0,7,3,18,rs1737,boot8
rs1737,a,7,a7,4,7,2,0,7,3,19,rs1736,boot8
rs1737-sp,a,7,a7,4,7,2,0,7,3,19,rs1736,boot8
rs1738,a,7,a7,4,8,2,0,7,3,20,rs1739,boot8
rs1738-sp,a,7,a7,4,8,2,0,7,3,20,rs1739,boot8
rs1739,a,7,a7,4,8,2,0,7,3,21,rs1738,boot8
rs1739-sp,a,7,a7,4,8,2,0,7,3,21,rs1738,boot8
rs174,c,1,c1,4,2,0,2,6,1,20,rs175,boot3
rs174-sp,c,1,c1,4,2,0,2,6,1,20,rs175,boot3
rs1740,a,7,a7,4,10,2,0,7,3,24,rs1741,boot8
rs1740-sp,a,7,a7,4,10,2,0,7,3,24,rs1741,boot8
rs1741,a,7,a7,4,10,2,0,7,3,25,rs1740,boot8
rs1741-sp,a,7,a7,4,10,2,0,7,3,25,rs1740,boot8
rs1742,a,7,a7,4,11,2,0,7,3,26,rs1743,boot8
rs1742-sp,a,7,a7,4,11,2,0,7,3,26,rs1743,boot8
rs1743,a,7,a7,4,11,2,0,7,3,27,rs1742,boot8
rs1743-sp,a,7,a7,4,11,2,0,7,3,27,rs1742,boot8
rs1744,b,7,b7,1,0,2,1,0,3,16,rs1745,boot6
rs1744-sp,b,7,b7,1,0,2,1,0,3,16,rs1745,boot6
rs1745,b,7,b7,1,0,2,1,0,3,17,rs1744,boot6
rs1745-sp,b,7,b7,1,0,2,1,0,3,17,rs1744,boot6
rs1746,b,7,b7,1,1,2,1,0,3,18,rs1747,boot6
rs1746-sp,b,7,b7,1,1,2,1,0,3,18,rs1747,boot6
rs1747,b,7,b7,1,1,2,1,0,3,19,rs1746,boot6
rs1747-sp,b,7,b7,1,1,2,1,0,3,19,rs1746,boot6
rs1748,b,7,b7,1,2,2,1,0,3,20,rs1749,boot6
rs1748-sp,b,7,b7,1,2,2,1,0,3,20,rs1749,boot6
rs1749,b,7,b7,1,2,2,1,0,3,21,rs1748,boot6
rs1749-sp,b,7,b7,1,2,2,1,0,3,21,rs1748,boot6
rs175,c,1,c1,4,2,0,2,6,1,21,rs174,boot3
rs175-sp,c,1,c1,4,2,0,2,6,1,21,rs174,boot3
rs1750,b,7,b7,1,4,2,1,0,3,24,rs1751,boot6
rs1750-sp,b,7,b7,1,4,2,1,0,3,24,rs1751,boot6
rs1751,b,7,b7,1,4,2,1,0,3,25,rs1750,boot6
rs1751-sp,b,7,b7,1,4,2,1,0,3,25,rs1750,boot6
rs1752,b,7,b7,1,6,2,1,1,3,16,rs1753,boot1
rs1752-sp,b,7,b7,1,6,2,1,1,3,16,rs1753,boot1
rs1753,b,7,b7,1,6,2,1,1,3,17,rs1752,boot1
rs1753-sp,b,7,b7,1,6,2,1,1,3,17,rs1752,boot1
rs1754,b,7,b7,1,7,2,1,1,3,18,rs1755,boot1
rs1754-sp,b,7,b7,1,7,2,1,1,3,18,rs1755,boot1
rs1755,b,7,b7,1,7,2,1,1,3,19,rs1754,boot1
rs1755-sp,b,7,b7,1,7,2,1,1,3,19,rs1754,boot1
rs1756,b,7,b7,1,8,2,1,1,3,20,rs1757,boot1
rs1756-sp,b,7,b7,1,8,2,1,1,3,20,rs1757,boot1
rs1757,b,7,b7,1,8,2,1,1,3,21,rs1756,boot1
rs1757-sp,b,7,b7,1,8,2,1,1,3,21,rs1756,boot1
rs1758,b,7,b7,1,10,2,1,1,3,24,rs1759,boot1
rs1758-sp,b,7,b7,1,10,2,1,1,3,24,rs1759,boot1
rs1759,b,7,b7,1,10,2,1,1,3,25,rs1758,boot1
rs1759-sp,b,7,b7,1,10,2,1,1,3,25,rs1758,boot1
rs176,c,1,c1,4,4,0,2,6,1,24,rs177,boot3
rs176-sp,c,1,c1,4,4,0,2,6,1,24,rs177,boot3
rs1760,b,7,b7,1,11,2,1,1,3,26,rs1761,boot1
rs1760-sp,b,7,b7,1,11,2,1,1,3,26,rs1761,boot1
rs1761,b,7,b7,1,11,2,1,1,3,27,rs1760,boot1
rs1761-sp,b,7,b7,1,11,2,1,1,3,27,rs1760,boot1
rs1762,b,7,b7,2,0,2,1,2,3,16,rs1763,boot7
rs1762-sp,b,7,b7,2,0,2,1,2,3,16,rs1763,boot7
rs1763,b,7,b7,2,0,2,1,2,3,17,rs1762,boot7
rs1763-sp,b,7,b7,2,0,2,1,2,3,17,rs1762,boot7
rs1764,b,7,b7,2,1,2,1,2,3,18,rs1765,boot7
rs1764-sp,b,7,b7,2,1,2,1,2,3,18,rs1765,boot7
rs1765,b,7,b7,2,1,2,1,2,3,19,rs1764,boot7
rs1765-sp,b,7,b7,2,1,2,1,2,3,19,rs1764,boot7
rs1766,b,7,b7,2,2,2,1,2,3,20,rs1767,boot7
rs1766-sp,b,7,b7,2,2,2,1,2,3,20,rs1767,boot7
rs1767,b,7,b7,2,2,2,1,2,3,21,rs1766,boot7
rs1767-sp,b,7,b7,2,2,2,1,2,3,21,rs1766,boot7
rs1768,b,7,b7,2,4,2,1,2,3,24,rs1769,boot7
rs1768-sp,b,7,b7,2,4,2,1,2,3,24,rs1769,boot7
rs1769,b,7,b7,2,4,2,1,2,3,25,rs1768,boot7
rs1769-sp,b,7,b7,2,4,2,1,2,3,25,rs1768,boot7
rs177,c,1,c1,4,4,0,2,6,1,25,rs176,boot3
rs177-sp,c,1,c1,4,4,0,2,6,1,25,rs176,boot3
rs1770,b,7,b7,2,6,2,1,3,3,16,rs1771,boot5
rs1770-sp,b,7,b7,2,6,2,1,3,3,16,rs1771,boot5
rs1771,b,7,b7,2,6,2,1,3,3,17,rs1770,boot5
rs1771-sp,b,7,b7,2,6,2,1,3,3,17,rs1770,boot5
rs1772,b,7,b7,2,7,2,1,3,3,18,rs1773,boot5
rs1772-sp,b,7,b7,2,7,2,1,3,3,18,rs1773,boot5
rs1773,b,7,b7,2,7,2,1,3,3,19,rs1772,boot5
rs1773-sp,b,7,b7,2,7,2,1,3,3,19,rs1772,boot5
rs1774,b,7,b7,2,8,2,1,3,3,20,rs1775,boot5
rs1774-sp,b,7,b7,2,8,2,1,3,3,20,rs1775,boot5
rs1775,b,7,b7,2,8,2,1,3,3,21,rs1774,boot5
rs1775-sp,b,7,b7,2,8,2,1,3,3,21,rs1774,boot5
rs1776,b,7,b7,2,10,2,1,3,3,24,rs1777,boot5
rs1776-sp,b,7,b7,2,10,2,1,3,3,24,rs1777,boot5
rs1777,b,7,b7,2,10,2,1,3,3,25,rs1776,boot5
rs1777-sp,b,7,b7,2,10,2,1,3,3,25,rs1776,boot5
